course_no,course_name,parse_status,grade_row_count,term_count,department_count,latest_year,latest_term,pdf_path,pdf_exists,issues
ISS1082,Korean Language 2 (Beginning),not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1082__Korean_Language_2_(Beginning).pdf,yes,missing_grade_rows
ISS1083,Korean Language 3 (Intermediate),not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1083__Korean_Language_3_(Intermediate).pdf,yes,missing_grade_rows
ISS1084,Korean Language 4 (Intermediate),not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1084__Korean_Language_4_(Intermediate).pdf,yes,missing_grade_rows
ISS1085,Engineering Communication,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1085__Engineering_Communication.pdf,yes,missing_grade_rows
ISS1086,Asian Cinema,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1086__Asian_Cinema.pdf,yes,missing_grade_rows
ISS1087,Korean Beauty and Make-up,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1087__Korean_Beauty_and_Make-up.pdf,yes,missing_grade_rows
ISS1088,Seminar:Fashion Design for Well-being,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1088__Seminar_Fashion_Design_for_Well-being.pdf,yes,missing_grade_rows
ISS1089,Fundamentals of Business Start-Up,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1089__Fundamentals_of_Business_Start-Up.pdf,yes,missing_grade_rows
ISS1090,Adulthood and Aging,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1090__Adulthood_and_Aging.pdf,yes,missing_grade_rows
ISS1091,Investments,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1091__Investments.pdf,yes,missing_grade_rows
ISS1092,Introduction to Computer Graphic,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1092__Introduction_to_Computer_Graphic.pdf,yes,missing_grade_rows
ISS1093,Look around you:Language and City,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1093__Look_around_you_Language_and_City.pdf,yes,missing_grade_rows
ISS1094,New Neighbors:Refugees and Immigrants,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1094__New_Neighbors_Refugees_and_Immigrants.pdf,yes,missing_grade_rows
ISS1095,Human Anatomy,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1095__Human_Anatomy.pdf,yes,missing_grade_rows
ISS1096,Principles of Nutrition,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1096__Principles_of_Nutrition.pdf,yes,missing_grade_rows
ISS1097,Abnormal Psychology Across Cultures,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1097__Abnormal_Psychology_Across_Cultures.pdf,yes,missing_grade_rows
ISS1098,Multicultural Psychology,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1098__Multicultural_Psychology.pdf,yes,missing_grade_rows
ISS1099,Psychology of Women,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1099__Psychology_of_Women.pdf,yes,missing_grade_rows
ISS1100,Operations Research,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1100__Operations_Research.pdf,yes,missing_grade_rows
ISS1101,Sociology of Religion,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1101__Sociology_of_Religion.pdf,yes,missing_grade_rows
ISS1102,International Organizations,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1102__International_Organizations.pdf,yes,missing_grade_rows
ISS1103,Numerical Methods for Engineers,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1103__Numerical_Methods_for_Engineers.pdf,yes,missing_grade_rows
ISS1104,Design Thinking and Product Design Strategy,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1104__Design_Thinking_and_Product_Design_Strategy.pdf,yes,missing_grade_rows
ISS1105,Sustainable Business and Development,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1105__Sustainable_Business_and_Development.pdf,yes,missing_grade_rows
ISS1106,International Social Entrepreneurship,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1106__International_Social_Entrepreneurship.pdf,yes,missing_grade_rows
ISS1107,Global Entrepreneurship-Launch your Startup,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1107__Global_Entrepreneurship-Launch_your_Startup.pdf,yes,missing_grade_rows
ISS1108,Communication & Negotiation Strategy,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1108__Communication_&_Negotiation_Strategy.pdf,yes,missing_grade_rows
ISS1109,International Journalism,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1109__International_Journalism.pdf,yes,missing_grade_rows
ISS1110,Art of Self Defense 2 (Taekwondo),not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1110__Art_of_Self_Defense_2_(Taekwondo).pdf,yes,missing_grade_rows
ISS1111,Intro to Mass Communication,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1111__Intro_to_Mass_Communication.pdf,yes,missing_grade_rows
ISS1112,Documentary Research Methods,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1112__Documentary_Research_Methods.pdf,yes,missing_grade_rows
ISS1113,Environmental Issues In Documentary Films,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1113__Environmental_Issues_In_Documentary_Films.pdf,yes,missing_grade_rows
ISS1114,Korean Pop Dance,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1114__Korean_Pop_Dance.pdf,yes,missing_grade_rows
ISS1115,Korean Pop Vocal,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1115__Korean_Pop_Vocal.pdf,yes,missing_grade_rows
ISS1116,Epidemiology:Application to Public Health,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1116__Epidemiology_Application_to_Public_Health.pdf,yes,missing_grade_rows
ISS1117,Research Project,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1117__Research_Project.pdf,yes,missing_grade_rows
ISS1118,Consumer Psychology,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1118__Consumer_Psychology.pdf,yes,missing_grade_rows
ISS1119,Psychology of Happiness,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1119__Psychology_of_Happiness.pdf,yes,missing_grade_rows
ISS1120,Integrated Marketing Communications,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1120__Integrated_Marketing_Communications.pdf,yes,missing_grade_rows
ISS1121,Introduction to Criminology,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1121__Introduction_to_Criminology.pdf,yes,missing_grade_rows
ISS1122,International Criminal Justice System,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1122__International_Criminal_Justice_System.pdf,yes,missing_grade_rows
ISS1123,Civil Rights and Literature,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1123__Civil_Rights_and_Literature.pdf,yes,missing_grade_rows
ISS1124,Literature and Film,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1124__Literature_and_Film.pdf,yes,missing_grade_rows
ISS1125,Microprocessor and IoT,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1125__Microprocessor_and_IoT.pdf,yes,missing_grade_rows
ISS1126,Human Development,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1126__Human_Development.pdf,yes,missing_grade_rows
ISS1127,Healthy Life Skills,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1127__Healthy_Life_Skills.pdf,yes,missing_grade_rows
ISS1128,Research Project,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1128__Research_Project.pdf,yes,missing_grade_rows
ISS1129,Human Physiology,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1129__Human_Physiology.pdf,yes,missing_grade_rows
ISS1130,Stem Cell and Regenerative Medicine,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1130__Stem_Cell_and_Regenerative_Medicine.pdf,yes,missing_grade_rows
ISS1131,Fluid Mechanics,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1131__Fluid_Mechanics.pdf,yes,missing_grade_rows
ISS1132,Ceramic Practice,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1132__Ceramic_Practice.pdf,yes,missing_grade_rows
ISS1133,Communication Strategies and Tactics,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1133__Communication_Strategies_and_Tactics.pdf,yes,missing_grade_rows
ISS1134,Korean Food and Culture,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1134__Korean_Food_and_Culture.pdf,yes,missing_grade_rows
ISS1135,Digital Consumer Behavior,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1135__Digital_Consumer_Behavior.pdf,yes,missing_grade_rows
ISS1136,Python for Beginners,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1136__Python_for_Beginners.pdf,yes,missing_grade_rows
ISS1137,Foundations on Data Science and Visualization,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1137__Foundations_on_Data_Science_and_Visualization.pdf,yes,missing_grade_rows
ISS1138,The Rise of the Korean Wave,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1138__The_Rise_of_the_Korean_Wave.pdf,yes,missing_grade_rows
ISS1139,Digital Media Storytelling,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1139__Digital_Media_Storytelling.pdf,yes,missing_grade_rows
ISS1140,Introduction to Power Electronics,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1140__Introduction_to_Power_Electronics.pdf,yes,missing_grade_rows
ISS1141,Transmedia Journalism,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1141__Transmedia_Journalism.pdf,yes,missing_grade_rows
ISS1142,AI and Finance,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1142__AI_and_Finance.pdf,yes,missing_grade_rows
ISS1143,Omnibus Lecture Series in STEM,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1143__Omnibus_Lecture_Series_in_STEM.pdf,yes,missing_grade_rows
ISS1144,Introduction to Electronics,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1144__Introduction_to_Electronics.pdf,yes,missing_grade_rows
ISS1145,Designing Sustainably,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1145__Designing_Sustainably.pdf,yes,missing_grade_rows
ISS1146,Interior Urbanism,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1146__Interior_Urbanism.pdf,yes,missing_grade_rows
ISS1147,Transformative Responsive Environments,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1147__Transformative_Responsive_Environments.pdf,yes,missing_grade_rows
ISS1148,Understanding Collective Intelligence & Encyclopedic Writing through Editing Wikipedia,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1148__Understanding_Collective_Intelligence_&_Encyclopedic_Writing_through_Editing_Wikipedia.pdf,yes,missing_grade_rows
ISS1149,Globalization and Society,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1149__Globalization_and_Society.pdf,yes,missing_grade_rows
ISS1150,K-pop as Transnational Phenomenon,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1150__K-pop_as_Transnational_Phenomenon.pdf,yes,missing_grade_rows
ISS1151,Understanding Korea through Korean films,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1151__Understanding_Korea_through_Korean_films.pdf,yes,missing_grade_rows
ISS1152,Introduction to Managerial Accounting,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1152__Introduction_to_Managerial_Accounting.pdf,yes,missing_grade_rows
ISS1153,Statistics and Probability for Engineers,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1153__Statistics_and_Probability_for_Engineers.pdf,yes,missing_grade_rows
ISS1154,Introduction to Cybersecurity,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1154__Introduction_to_Cybersecurity.pdf,yes,missing_grade_rows
ISS1155,Exploring Seoul: Geography of the City,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1155__Exploring_Seoul__Geography_of_the_City.pdf,yes,missing_grade_rows
ISS1156,Geographies of Sustainable Agriculture,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1156__Geographies_of_Sustainable_Agriculture.pdf,yes,missing_grade_rows
ISS1157,Environmental Issues in Korean & North American Cinema,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1157__Environmental_Issues_in_Korean_&_North_American_Cinema.pdf,yes,missing_grade_rows
ISS1158,Introduction to AI and Deep Learning Basics,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1158__Introduction_to_AI_and_Deep_Learning_Basics.pdf,yes,missing_grade_rows
ISS1159,Brand Workshop,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1159__Brand_Workshop.pdf,yes,missing_grade_rows
ISS1160,XR Experience Design with Unity,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1160__XR_Experience_Design_with_Unity.pdf,yes,missing_grade_rows
ISS1161,Introduction to Big Data Analysis,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1161__Introduction_to_Big_Data_Analysis.pdf,yes,missing_grade_rows
ISS1162,Creative Programming,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1162__Creative_Programming.pdf,yes,missing_grade_rows
ISS1163,Introduction to Acting,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1163__Introduction_to_Acting.pdf,yes,missing_grade_rows
ISS1164,AI Basics,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1164__AI_Basics.pdf,yes,missing_grade_rows
ISS1165,Computer Networks,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1165__Computer_Networks.pdf,yes,missing_grade_rows
ISS1166,Understanding of Psychology,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1166__Understanding_of_Psychology.pdf,yes,missing_grade_rows
ISS1167,Basic Korean (Level 1),not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1167__Basic_Korean_(Level_1).pdf,yes,missing_grade_rows
ISS1168,Basic Korean (Level 2),not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1168__Basic_Korean_(Level_2).pdf,yes,missing_grade_rows
ISS1169,Behavioral Insights for International Business,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1169__Behavioral_Insights_for_International_Business.pdf,yes,missing_grade_rows
ISS1170,International Marketing and Content Creation,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1170__International_Marketing_and_Content_Creation.pdf,yes,missing_grade_rows
ISS1171,Introduction to Microelectronics,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1171__Introduction_to_Microelectronics.pdf,yes,missing_grade_rows
ISS1172,General Physics 1,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1172__General_Physics_1.pdf,yes,missing_grade_rows
ISS1173,General Physics 2,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1173__General_Physics_2.pdf,yes,missing_grade_rows
ISS1174,Exploring Korean Entertainment Business,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1174__Exploring_Korean_Entertainment_Business.pdf,yes,missing_grade_rows
ISS1175,Cultural Geography: Exploring Korea Through Film,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1175__Cultural_Geography__Exploring_Korea_Through_Film.pdf,yes,missing_grade_rows
ISS1176,East Asian Political Economy,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1176__East_Asian_Political_Economy.pdf,yes,missing_grade_rows
ISS1177,Politics of Science and Technology,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1177__Politics_of_Science_and_Technology.pdf,yes,missing_grade_rows
ISS1178,Beginning Korean Language with K-Culture,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1178__Beginning_Korean_Language_with_K-Culture.pdf,yes,missing_grade_rows
ISS1179,Intermediate Korean Language with K-Culture,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1179__Intermediate_Korean_Language_with_K-Culture.pdf,yes,missing_grade_rows
ISS1180,Financial Management and Decision-Making,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1180__Financial_Management_and_Decision-Making.pdf,yes,missing_grade_rows
ISS1181,Exploring Statistical Analyses Using Korean Data,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1181__Exploring_Statistical_Analyses_Using_Korean_Data.pdf,yes,missing_grade_rows
ISS1182,Learning Korean Traditions and Culture with Folk Dance,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1182__Learning_Korean_Traditions_and_Culture_with_Folk_Dance.pdf,yes,missing_grade_rows
ISS1183,Investment in Advanced Economies,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1183__Investment_in_Advanced_Economies.pdf,yes,missing_grade_rows
ISS1184,Financial Management in Advanced Economies,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1184__Financial_Management_in_Advanced_Economies.pdf,yes,missing_grade_rows
ISS1185,The Architectural Imagination,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1185__The_Architectural_Imagination.pdf,yes,missing_grade_rows
ISS1186,"Managerial Accounting, Decision-Making Perspective",not_found,0,0,1,,,"outputs/pdfs_seoul_university/서울_대학__ISS1186__Managerial_Accounting,_Decision-Making_Perspective.pdf",yes,missing_grade_rows
ISS1187,East Asian Languages and Cultures,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1187__East_Asian_Languages_and_Cultures.pdf,yes,missing_grade_rows
ISS1188,Contemporary Society and Marketing,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1188__Contemporary_Society_and_Marketing.pdf,yes,missing_grade_rows
ISS1189,Principles of Microconomics,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1189__Principles_of_Microconomics.pdf,yes,missing_grade_rows
ISS1190,Exploring Pop Music,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1190__Exploring_Pop_Music.pdf,yes,missing_grade_rows
ISS1191,Advertising & Promotion,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1191__Advertising_&_Promotion.pdf,yes,missing_grade_rows
ISS1192,Interactive Media Performance,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1192__Interactive_Media_Performance.pdf,yes,missing_grade_rows
ISS1193,Korean Traditional Sogo Dance,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1193__Korean_Traditional_Sogo_Dance.pdf,yes,missing_grade_rows
ISS1194,Business Practice in the Asian Market,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1194__Business_Practice_in_the_Asian_Market.pdf,yes,missing_grade_rows
ISS1195,Multimedia Marketing and Content Design,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1195__Multimedia_Marketing_and_Content_Design.pdf,yes,missing_grade_rows
ISS1196,"Health, Environment, Lifestyle and Preserve earth(HELP)",not_found,0,0,1,,,"outputs/pdfs_seoul_university/서울_대학__ISS1196__Health,_Environment,_Lifestyle_and_Preserve_earth(HELP).pdf",yes,missing_grade_rows
ISS1197,Cross Cultural Communication,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1197__Cross_Cultural_Communication.pdf,yes,missing_grade_rows
ISS1198,Marketing for Engineers,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1198__Marketing_for_Engineers.pdf,yes,missing_grade_rows
ISS1199,Korea and Japan in the World,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1199__Korea_and_Japan_in_the_World.pdf,yes,missing_grade_rows
ISS1200,Korean Language and Creative Dance Workshop,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1200__Korean_Language_and_Creative_Dance_Workshop.pdf,yes,missing_grade_rows
ISS1201,Mobile Storytelling and Social Media,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1201__Mobile_Storytelling_and_Social_Media.pdf,yes,missing_grade_rows
ISS1202,Creative Computing and Data with Python,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1202__Creative_Computing_and_Data_with_Python.pdf,yes,missing_grade_rows
ISS1203,"Culture, Content, Creative Industry and Financial Strategies",not_found,0,0,1,,,"outputs/pdfs_seoul_university/서울_대학__ISS1203__Culture,_Content,_Creative_Industry_and_Financial_Strategies.pdf",yes,missing_grade_rows
ISS1204,Designing the Future_Creativity with Generative AI,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1204__Designing_the_Future_Creativity_with_Generative_AI.pdf,yes,missing_grade_rows
ISS1205,Future Design & Technology,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1205__Future_Design_&_Technology.pdf,yes,missing_grade_rows
ISS1206,Introduction to Behavioral Finance,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1206__Introduction_to_Behavioral_Finance.pdf,yes,missing_grade_rows
ISS1207,Introduction to Ethical Hacking,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1207__Introduction_to_Ethical_Hacking.pdf,yes,missing_grade_rows
ISS1208,Introduction to Korean Architecture and its urban forms,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1208__Introduction_to_Korean_Architecture_and_its_urban_forms.pdf,yes,missing_grade_rows
ISS1209,Jiu-Jitsu and Self Defense,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1209__Jiu-Jitsu_and_Self_Defense.pdf,yes,missing_grade_rows
ISS1210,Korean Dystopian Content : From Train to Busan to Parasite,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1210__Korean_Dystopian_Content___From_Train_to_Busan_to_Parasite.pdf,yes,missing_grade_rows
ISS1211,Korean Wave Deconstructed,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1211__Korean_Wave_Deconstructed.pdf,yes,missing_grade_rows
ISS1212,Nutrition and Disease Prevention,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1212__Nutrition_and_Disease_Prevention.pdf,yes,missing_grade_rows
ISS1213,Racket Sports,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1213__Racket_Sports.pdf,yes,missing_grade_rows
ISS1214,SDGs to Social Innovation,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1214__SDGs_to_Social_Innovation.pdf,yes,missing_grade_rows
ISS1215,Visual Communication and Merchandising,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1215__Visual_Communication_and_Merchandising.pdf,yes,missing_grade_rows
ISS1216,Visual Language of Korea,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1216__Visual_Language_of_Korea.pdf,yes,missing_grade_rows
ISS1217,Consumer Behaviour,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1217__Consumer_Behaviour.pdf,yes,missing_grade_rows
ISS1218,Creative Fashion Design with AI,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1218__Creative_Fashion_Design_with_AI.pdf,yes,missing_grade_rows
ISS1219,Digital Film and Video Editing,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1219__Digital_Film_and_Video_Editing.pdf,yes,missing_grade_rows
ISS1220,Entrepreneurship,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1220__Entrepreneurship.pdf,yes,missing_grade_rows
ISS1221,Forecasting and Predictive Analytics,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1221__Forecasting_and_Predictive_Analytics.pdf,yes,missing_grade_rows
ISS1222,Global English Communication: Real-World Fluency,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1222__Global_English_Communication__Real-World_Fluency.pdf,yes,missing_grade_rows
ISS1223,Innovation and Project Management,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1223__Innovation_and_Project_Management.pdf,yes,missing_grade_rows
ISS1224,Introduction to Semiconductor,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1224__Introduction_to_Semiconductor.pdf,yes,missing_grade_rows
ISS1225,"K-Fashion, Creative Design",not_found,0,0,1,,,"outputs/pdfs_seoul_university/서울_대학__ISS1225__K-Fashion,_Creative_Design.pdf",yes,missing_grade_rows
ISS1226,Step by Step: Introduction to Line Dance,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1226__Step_by_Step__Introduction_to_Line_Dance.pdf,yes,missing_grade_rows
ISS1227,Machine Learning for Business,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1227__Machine_Learning_for_Business.pdf,yes,missing_grade_rows
ISS1228,Marketing Analytics,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1228__Marketing_Analytics.pdf,yes,missing_grade_rows
ISS1229,Marketing Research,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1229__Marketing_Research.pdf,yes,missing_grade_rows
ISS1230,Outbreak,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1230__Outbreak.pdf,yes,missing_grade_rows
ISS1231,R Programming,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1231__R_Programming.pdf,yes,missing_grade_rows
ISS1232,Regression Analysis,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1232__Regression_Analysis.pdf,yes,missing_grade_rows
ISS1233,Social Psychology: K-Pop Edition,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1233__Social_Psychology__K-Pop_Edition.pdf,yes,missing_grade_rows
ISS1234,South Korean Creative Industries,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1234__South_Korean_Creative_Industries.pdf,yes,missing_grade_rows
ISS1235,Startup Strategy with Real Startups,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1235__Startup_Strategy_with_Real_Startups.pdf,yes,missing_grade_rows
ISS1236,Introduction to Smart Manufacturing,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1236__Introduction_to_Smart_Manufacturing.pdf,yes,missing_grade_rows
ISS1237,K-Culture Communication,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1237__K-Culture_Communication.pdf,yes,missing_grade_rows
ISS1238,Sustainable Marketing,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1238__Sustainable_Marketing.pdf,yes,missing_grade_rows
ISS1239,AI and Society,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ISS1239__AI_and_Society.pdf,yes,missing_grade_rows
